book_id,search_key,book_title,book_subtitle,book_authors,book_publisher,book_description,industryIdentifiers,text_readingModes,image_readingModes,pageCount,categories,language,imageLinks,ratingsCount,averageRating,country,saleability,isEbook,amount_listPrice,currencyCode_listPrice,amount_retailPrice,currencyCode_retailPrice,buyLink,year
-CetwgEACAAJ,history,Getting Started with Python for the Internet of Things,,"Tim Cox, Dr Steven Lawrence Fernandes, Sai Yamanoor",,,"183855579X, 9781838555795",False,False,732,,en,http://books.google.com/books/content?id=-CetwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2019
OtSBDwAAQBAJ,history,Python Continuous Integration and Delivery,A Concise Guide with Examples,Moritz Lenz,Apress,"Gain the techniques and tools that enable a smooth and efficient software development process in this quick and practical guide on Python continuous integration (CI) and continuous delivery (CD). Based on example applications, this book introduces various kinds of testing and shows you how to set up automated systems that run these tests, and install applications in different environments in controlled ways. Python Continuous Integration and Delivery tackles the technical problems related to software development that are typically glossed over in pure programming texts. After reading this book, you’ll see that in today's fast-moving world, no software project can afford to go through development, then an integration phase of unpredictable length and complexity, and finally be shipped to the customer -- just to find out that the resulting application didn't quite fill their need. Instead, you’ll discover that practicing continuous integration and continuous delivery reduces the risks by keeping changes small and automating otherwise painful processes. What You Will LearnCarry out various kinds of testing, including unit testing and continuous integration testing, of your Python code using Jenkins Build packages and manage repositories Incorporate Ansible and Go for automated packaging and other deployments Manage more complex and robust deployments Who This Book Is For Python programmers and operating staff that work with Python applications.","9781484242810, 1484242815",True,True,204,Computers,en,http://books.google.com/books/content?id=OtSBDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2018
F-Q_EAAAQBAJ,history,Smart Log Data Analytics,Techniques for Advanced Security Analysis,"Florian Skopik, Markus Wurzenberger, Max Landauer",Springer Nature,"This book provides insights into smart ways of computer log data analysis, with the goal of spotting adversarial actions. It is organized into 3 major parts with a total of 8 chapters that include a detailed view on existing solutions, as well as novel techniques that go far beyond state of the art. The first part of this book motivates the entire topic and highlights major challenges, trends and design criteria for log data analysis approaches, and further surveys and compares the state of the art. The second part of this book introduces concepts that apply character-based, rather than token-based, approaches and thus work on a more fine-grained level. Furthermore, these solutions were designed for “online use”, not only forensic analysis, but also process new log lines as they arrive in an efficient single pass manner. An advanced method for time series analysis aims at detecting changes in the overall behavior profile of an observed system and spotting trends and periodicities through log analysis. The third part of this book introduces the design of the AMiner, which is an advanced open source component for log data anomaly mining. The AMiner comes with several detectors to spot new events, new parameters, new correlations, new values and unknown value combinations and can run as stand-alone solution or as sensor with connection to a SIEM solution. More advanced detectors help to determines the characteristics of variable parts of log lines, specifically the properties of numerical and categorical fields. Detailed examples throughout this book allow the reader to better understand and apply the introduced techniques with open source software. Step-by-step instructions help to get familiar with the concepts and to better comprehend their inner mechanisms. A log test data set is available as free download and enables the reader to get the system up and running in no time. This book is designed for researchers working in the field of cyber security, and specifically system monitoring, anomaly detection and intrusion detection. The content of this book will be particularly useful for advanced-level students studying computer science, computer technology, and information systems. Forward-thinking practitioners, who would benefit from becoming familiar with the advanced anomaly detection methods, will also be interested in this book.","9783030744502, 3030744507",True,True,210,Computers,en,http://books.google.com/books/content?id=F-Q_EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,11764.6,INR,11764.6,INR,https://play.google.com/store/books/details?id=F-Q_EAAAQBAJ&rdid=book-F-Q_EAAAQBAJ&rdot=1&source=gbs_api,2021
ctzRuQEACAAJ,history,Hands-on Python,The Definitive Guide for Absolute Beginners,Brian Jenkins,Createspace Independent Publishing Platform,"If you are looking for a complete beginners guide to learn Python programming with examples, in just a few hours, this book is for you ***** Second Edition-2018-Limited Time Offer! (Will soon return to $17 + Special Offer Below) ***** Free Kindle eBook for customers who purchase the print book from Amazon Python Programming for Absolute Beginners Learn Programming with Python, step-by-step in few hours. Why Learn Python? Python is a general-purpose language, which means it can be used to build just about anything, which will be made easy with the right tools/libraries. Python is one of the over 1000 computer programming languages that are known today. Python has also grown tremendously to become one of the leading programming languages. People have liked it for its syntax and semantics which are easy for one to grasp, even those without a background in computer programming. Due to this, Python is taught to juniors in many schools worldwide. Python is also cross-platform, meaning that one can code in Python from various operating systems. Professionally, Python is great for backend web development, data analysis, artificial intelligence, and scientific computing. People, companies and institutions have used Python to develop different applications including web applications, game applications, desktop applications etc. The popularity of Python also continues to rise every day. Why this Book is different? This book explores every aspect of Python programming language. This book may be the best one for an absolute beginner, it's a step by step guide for any person who wants to start learning Python programming from scratch. It will help you in preparing a solid computer programming foundation and learn any other coding language will be easy to you. Book Objectives The author wrote this book with the goal of helping the readers learn every aspect of Python programming. The book will help you: Know more about computer programming and how to get started with Python programming language. Understand the various features of Python programming language and appreciate its power. Transition from a programming beginner to an expert. Target Users The book designed for a variety of target audiences. The most suitable users would include: Newbies in computer programming and Python Programming Professionals in computer programming and software applications development Professors, lecturers or tutors who are looking to find better ways to explain the content to their students in the simplest and easiest way Students and academicians, especially those focusing on computer programming and software development! Is this book for me? If you want to learn computer programming with Python, this book is for you. Experience in computer programming is not required. If this is the first time for you to hear about computer programming, this book is the best for you. What's Inside this Book? Getting Started with Python Basic Python Syntax Python Variables Python Data Types Control Statements Python Functions Python Loops Python Classes and Objects Exception Handling Python Modules File Handling Tkinter Python Operators Accessing MySQL Databases Download your copy today! Python, Python3, learn python, learn python3, python crash course, python for beginners, python machine learning, deep learning, python for data analysis, python tricks, python programming for beginners, python cookbook, python book, python language, python examples, python tutorial","1724355937, 9781724355935",False,False,200,,en,http://books.google.com/books/content?id=ctzRuQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2018
JA0FEAAAQBAJ,history,Competitive Programming in Python,128 Algorithms to Develop your Coding Skills,"Christoph Dürr, Jill-Jênn Vie",Cambridge University Press,"All the algorithms, proofs, and implementations in Python you need to know for tech job interviews and coding competitions.","9781108716826, 1108716822",False,True,265,Computers,en,http://books.google.com/books/content?id=JA0FEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2020
jVYnCgAAQBAJ,history,Pro Git,,"Scott Chacon, Ben Straub",Apress,"Pro Git (Second Edition) is your fully-updated guide to Git and its usage in the modern world. Git has come a long way since it was first developed by Linus Torvalds for Linux kernel development. It has taken the open source world by storm since its inception in 2005, and this book teaches you how to use it like a pro. Effective and well-implemented version control is a necessity for successful web projects, whether large or small. With this book you’ll learn how to master the world of distributed version workflow, use the distributed features of Git to the full, and extend Git to meet your every need. Written by Git pros Scott Chacon and Ben Straub, Pro Git (Second Edition) builds on the hugely successful first edition, and is now fully updated for Git version 2.0, as well as including an indispensable chapter on GitHub. It’s the best book for all your Git needs.","9781484200766, 1484200764",True,True,441,Computers,en,http://books.google.com/books/content?id=jVYnCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3,4,IN,NOT_FOR_SALE,False,,,,,,2014
2Zo-nAEACAAJ,history,Fundamentals of Python,Data Structures,Kenneth Alfred Lambert,Course Technology,"Written for computer programming students, hobbyists, and professionals, FUNDAMENTALS OF PYTHON: DATA STRUCTURES is an introduction to object-oriented design and data structures using the popular Python programming language. The level of instruction assumes at least one semester of programming in an object-oriented language such as Java, C++, or Python. Through the step-by-step instruction and exercises in this book, you'll cover such topics as the design of collection classes with polymorphism and inheritance, multiple implementations of collection interfaces, and the analysis of the space/time tradeoffs of different collection implementations (specifically array-based implementations and link-based implementations). Collections covered include sets, lists, stacks, queues, trees, dictionaries, and graphs. Get ready to dig into Python data structures with FUNDAMENTALS OF PYTHON: DATA STRUCTURES.","1285752007, 9781285752006",False,False,0,Data structures (Computer science),en,http://books.google.com/books/content?id=2Zo-nAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2014
iBSDddO-9PoC,history,Continuum Encyclopedia of Animal Symbolism in World Art,,Hope B. Werness,A&C Black,Animals and their symbolism in diverse world cultures and different eras of human history are chronicled in this lovely volume.,"0826419135, 9780826419132",False,True,502,Art,en,http://books.google.com/books/content?id=iBSDddO-9PoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2,3,IN,NOT_FOR_SALE,False,,,,,,2006
SY9GAAAAQBAJ,history,Pro Python,,Marty Alchin,Apress,"You’ve learned the basics of Python, but how do you take your skills to the next stage? Even if you know enough to be productive, there are a number of features that can take you to the next level in Python. Pro Python explores concepts and features normally left to experimentation, allowing you to be even more productive and creative. In addition to pure code concerns, Pro Python will develop your programming techniques and approaches, which will help make you a better Python programmer. Not only will this book help your code, it will also help you understand and interact with the many established Python communities, or even start your own. Take your Python knowledge and coding skills to the next level. Write clean, innovative code that will be respected among your peers. Make your code do more with introspection and metaprogramming. Design complete frameworks and libraries (two are included in the book!). For more information, including a link to the source code referenced in the book, please visit http://propython.com/.","9781430227588, 1430227583",False,False,352,Computers,en,http://books.google.com/books/content?id=SY9GAAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2010
Eh2hvgEACAAJ,history,Python Programming,3 Books in 1: Beginner's Guide + Intermediate Guide + Expert Guide to Learn Python Step-By-Step,Ryan Turner,,"If you're looking for a way to become an expert coder and impress your friends with the programs you can make from scratch, then keep reading. Here's the deal. You've decided that one of the most in-demand skills is the best place to start when making money. However, learning how to code can be a very long and arduous process. However not learning it and hiring a programmer can be very expensive. You may want to build an app or code a website but the costs have always been too high, making it pointless and not very cost effective. Sound familiar?If it does, then the information inside this book is your answer. You will be given all the tips, tricks, and practice codes that you need to learn Python, the solid programming language used in hundreds of industries around the world. This information allows you to become skilled much faster and perfect your coding skills in no time. Imagine cutting months off of your learning curve and get a strong base of knowledge in no time at all. Imagine getting your project done yourself for a fraction of the cost. This all is possible with the help of this three-book bundle, beginners, intermediate and expert guides!Don't be fooled by other books on the market. They only take a brief look into Python, showing some of the topics but never going deep into the topics and actually showing you how to work on the code and make it yours. This guidebook goes more in depth about the Python language. This is detailed, scientific information compiled together by experts in an easy to read fashion. In this Python guide, you will discover: Book 1:* The benefits of python* How to get up and running with python* Full instructions of how to code* How to make predictions with algorithms* Real world examples of Python* The 3 different examples of coding...and so much more!Book 2:* The importance of Machine Learning* The Basics of Working with Python * How to Setting up Your Python Environment* Data Preprocessing with Machine Learning* Working with Linear Regression in Machine Learning* The Benefits of a Decision Tree * Working on the Random Forest Algorithm* The Advantages of the Naive Bayes Algorithm* How Can you Use the KNN Algorithm...And so much more !Book 3:* The best benefits of Python and why programmers around the world choose it* How to download the Python language on your computer, regardless of the operating system you prefer* How to write your first program in Python* What is means to work with an object-oriented programming language* How to write conditional statements, loops, functions, variables, classes, exceptions, and more* How to read some of the errors that may show up in your code* How to troubleshoot your own codes* Sample projects that walk you through how to complete them and use many of the tools and techniques you have learned through this guidebook If you want to learn more about how to get the best Python training and if you are ready to write your own codes and turn your ideas into reality, then simply click the buy now button on this page to get started.","1790110025, 9781790110025",False,False,272,,en,http://books.google.com/books/content?id=Eh2hvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2018
iL34DwAAQBAJ,history,"Structure and Interpretation of Computer Programs, second edition",,"Harold Abelson, Gerald Jay Sussman",MIT Press,"Structure and Interpretation of Computer Programs has had a dramatic impact on computer science curricula over the past decade. This long-awaited revision contains changes throughout the text. There are new implementations of most of the major programming systems in the book, including the interpreters and compilers, and the authors have incorporated many small changes that reflect their experience teaching the course at MIT since the first edition was published. A new theme has been introduced that emphasizes the central role played by different approaches to dealing with time in computational models: objects with state, concurrent programming, functional programming and lazy evaluation, and nondeterministic programming. There are new example sections on higher-order procedures in graphics and on applications of stream processing in numerical programming, and many new exercises. In addition, all the programs have been reworked to run in any Scheme implementation that adheres to the IEEE standard.","9780262510875, 0262510871",False,True,685,Computers,en,http://books.google.com/books/content?id=iL34DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1,4,IN,NOT_FOR_SALE,False,,,,,,1996
8YznswEACAAJ,history,Functional Programming in Python,,David Mertz,,"In this document, we'll take a tour of Python's features suitable for implementing programs in a functional style. After an introduction to the concepts of functional programming, we'll look at language features such as iterators and generators and relevant library modules such as itertools and functools.","1985826747, 9781985826748",False,False,48,,en,,,,IN,NOT_FOR_SALE,False,,,,,,2018
cnteDwAAQBAJ,history,Python Penetration Testing Essentials,"Techniques for ethical hacking with Python, 2nd Edition",Mohit Raj,Packt Publishing Ltd,"This book gives you the skills you need to use Python for penetration testing, with the help of detailed code examples. This book has been updated for Python 3.6.3 and Kali Linux 2018.1. Key Features Detect and avoid various attack types that put the privacy of a system at risk Leverage Python to build efficient code and eventually build a robust environment Learn about securing wireless applications and information gathering on a web server Book Description This book gives you the skills you need to use Python for penetration testing (pentesting), with the help of detailed code examples. We start by exploring the basics of networking with Python and then proceed to network hacking. Then, you will delve into exploring Python libraries to perform various types of pentesting and ethical hacking techniques. Next, we delve into hacking the application layer, where we start by gathering information from a website. We then move on to concepts related to website hacking—such as parameter tampering, DDoS, XSS, and SQL injection. By reading this book, you will learn different techniques and methodologies that will familiarize you with Python pentesting techniques, how to protect yourself, and how to create automated programs to find the admin console, SQL injection, and XSS attacks. What you will learn The basics of network pentesting including network scanning and sniffing Wireless, wired attacks, and building traps for attack and torrent detection Web server footprinting and web application attacks, including the XSS and SQL injection attack Wireless frames and how to obtain information such as SSID, BSSID, and the channel number from a wireless frame using a Python script The importance of web server signatures, email gathering, and why knowing the server signature is the first step in hacking Who this book is for If you are a Python programmer, a security researcher, or an ethical hacker and are interested in penetration testing with the help of Python, then this book is for you. Even if you are new to the field of ethical hacking, this book can help you find the vulnerabilities in your system so that you are ready to tackle any kind of attack or intrusion.","9781789136043, 1789136040",True,True,220,Computers,en,http://books.google.com/books/content?id=cnteDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,2284.47,INR,2284.47,INR,https://play.google.com/store/books/details?id=cnteDwAAQBAJ&rdid=book-cnteDwAAQBAJ&rdot=1&source=gbs_api,2018
qAOhDwAAQBAJ,history,The Rust Programming Language (Covers Rust 2018),,"Steve Klabnik, Carol Nichols",No Starch Press,"The official book on the Rust programming language, written by the Rust development team at the Mozilla Foundation, fully updated for Rust 2018. The Rust Programming Language is the official book on Rust: an open source systems programming language that helps you write faster, more reliable software. Rust offers control over low-level details (such as memory usage) in combination with high-level ergonomics, eliminating the hassle traditionally associated with low-level languages. The authors of The Rust Programming Language, members of the Rust Core Team, share their knowledge and experience to show you how to take full advantage of Rust's features--from installation to creating robust and scalable programs. You'll begin with basics like creating functions, choosing data types, and binding variables and then move on to more advanced concepts, such as: Ownership and borrowing, lifetimes, and traits Using Rust's memory safety guarantees to build fast, safe programs Testing, error handling, and effective refactoring Generics, smart pointers, multithreading, trait objects, and advanced pattern matching Using Cargo, Rust's built-in package manager, to build, test, and document your code and manage dependencies How best to use Rust's advanced compiler with compiler-led programming techniques You'll find plenty of code examples throughout the book, as well as three chapters dedicated to building complete projects to test your learning: a number guessing game, a Rust implementation of a command line tool, and a multithreaded server. New to this edition: An extended section on Rust macros, an expanded chapter on modules, and appendixes on Rust development tools and editions.","9781718500457, 1718500459",True,False,561,Computers,en,http://books.google.com/books/content?id=qAOhDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2019
VW3WDQAAQBAJ,history,Python: Journey from Novice to Expert,,"Fabrizio Romano, Dusty Phillips, Rick van Hattem",Packt Publishing Ltd,"Learn core concepts of Python and unleash its power to script highest quality Python programs About This Book Develop a strong set of programming skills with Pyhton that you will be able to express in any situation, on every platform, thanks to Python's portability Stop writing scripts and start architecting programs by applying object-oriented programming techniques in Python Learn the trickier aspects of Python and put it in a structured context for deeper understanding of the language Who This Book Is For This course is meant for programmers who wants to learn Python programming from a basic to an expert level. The course is mostly self-contained and introduces Python programming to a new reader and can help him become an expert in this trade. What You Will Learn Get Python up and running on Windows, Mac, and Linux in no time Grasp the fundamental concepts of coding, along with the basics of data structures and control flow Understand when to use the functional or the object-oriented programming approach Extend class functionality using inheritance Exploit object-oriented programming in key Python technologies, such as Kivy and Django Understand how and when to use the functional programming paradigm Use the multiprocessing library, not just locally but also across multiple machines In Detail Python is a dynamic and powerful programming language, having its application in a wide range of domains. It has an easy-to-use, simple syntax, and a powerful library, which includes hundreds of modules to provide routines for a wide range of applications, thus making it a popular language among programing enthusiasts.This course will take you on a journey from basic programming practices to high-end tools and techniques giving you an edge over your peers. It follows an interesting learning path, divided into three modules. As you complete each one, you'll have gained key skills and get ready for the material in the next module.The first module will begin with exploring all the essentials of Python programming in an easy-to-understand way. This will lay a good foundation for those who are interested in digging deeper. It has a practical and example-oriented approach through which both the introductory and the advanced topics are explained. Starting with the fundamentals of programming and Python, it ends by exploring topics, like GUIs, web apps, and data science.In the second module you will learn about object oriented programming techniques in Python. Starting with a detailed analysis of object-oriented technique and design, you will use the Python programming language to clearly grasp key concepts from the object-oriented paradigm. This module fully explains classes, data encapsulation, inheritance, polymorphism, abstraction, and exceptions with an emphasis on when you can use each principle to develop well-designed software.With a good foundation of Python you will move onto the third module which is a comprehensive tutorial covering advanced features of the Python language. Start by creating a project-specific environment using venv. This will introduce you to various Pythonic syntax and common pitfalls before moving onto functional features and advanced concepts, thereby gaining an expert level knowledge in programming and teaching how to script highest quality Python programs. Style and approach This course follows a theory-cum-practical approach having all the ingredients that will help you jump into the field of Python programming as a novice and grow-up as an expert. The aim is to create a smooth learning path that will teach you how to get started with Python and carry out expert-level programming techniques at the end of course.","9781787122567, 1787122565",True,True,1311,Computers,en,http://books.google.com/books/content?id=VW3WDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FOR_SALE,True,2214.85,INR,2214.85,INR,https://play.google.com/store/books/details?id=VW3WDQAAQBAJ&rdid=book-VW3WDQAAQBAJ&rdot=1&source=gbs_api,2016
HJGTzgEACAAJ,history,Python,Python Basics for Beginners,Andy Vickler,,"Are you thinking about learning how to use the Python programming language? Thinking about getting started on a programming career?Python is one of the easiest computer programming languages to learn and use, with simple syntax and easy rules to follow. While it is aimed at beginners to Python coding, this book can also be used as a reference for those with a little more experience who want to brush up on their skills. The codes are also written in a way that you can change the values to see how different things work. Once you have mastered this guide, you can move seamlessly onto more experienced topics but I cannot stress enough the importance of practicing the codes regularly. Here's what you will learn:?Python Datatypes?Python Strings?Python Lists?Python Tuples?Python Conditionals?Python Dictionaries ?Python For Loops?Python While Loops?Python Break & Continue Statements?Python Functions?Python ClassesDon't waste any more time. Scroll up, click on Buy Now, and get started on your Python programming journey!","195578633X, 9781955786331",False,False,170,,en,http://books.google.com/books/content?id=HJGTzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2021
yRAGzgEACAAJ,history,Python Programming,,Steve Tudor,Ep Enterprise Holding Limited,"Become a master in Python Programming and learn how to transform raw data into powerful insights with the ultimate Python Programming Collection! Have you always been interested in learning how to program, but think it's too complicated or you don't know where to begin? Do you want to break into Data Science and Analytics, one of the fastest-growing fields in the tech industry? If any of the above questions sound like the scenario you're in right now, then this Python collection might just be what you need. In this special book, you're going to learn Python programming from scratch to advanced levels, even if you've never written a line of code in your life. You'll learn how to learn all the necessary skills to truly become a Python virtuoso at the price of a nice lunch. In Python Programming: 21 Best Tips and Tricks, you're going to discover: The right mindset to approach writing computer programs that will help you write better codes Surefire methods to help you learn Python programming quickly and easily How to install Python and choose the best version to learn Python with as a beginner Step-by-step instructions to write your very first program in Python 7 powerful tips and tricks for beginner Python programmers that will fast-track your journey to becoming a master Setting up your coding environment to encourage learning and productivity ...and much more! Here's what you're going to discover in Python Programming Step-by-step instructions to download, install and set up the right Python version on your computer with instructions for Windows, Linux, and Mac A crash guide to Python basics to help you build a solid programming foundation Fundamental Python operations to get you up to speed with the language Best practices to help you write clean, understandable and flexible code when writing programs in Python Introduction to basic data types in Python-numbers, lists, tuples, sets, etc ...and tons more! Finally, here's a snippet of what you're going to learn in Python Data Science Real-world use cases of Data Science and Python and why the use of modern data analysis tools can transform your organization or business 5 data science tips and tricks that every data scientist should absolutely know about How to get started collecting and analyzing data effectively with NumPy How to make learning Python for Data Science a breeze with the right Python packages How to practice your newfound skills with the Python language by performing basic data visualization ...and tons more! Whether you're completely new to the world of Python programming or you're a programmer looking to switch career tracks to the rapidly evolving field of data science and analytics, this special bundle is designed to help you hit the ground running with Python as soon as possible. Scroll to the top of the page and click the ""Add to Cart"" button to purchase today!","191398785X, 9781913987855",False,False,320,Computers,en,http://books.google.com/books/content?id=yRAGzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2020
1cpwDwAAQBAJ,history,Python Data Analytics,"With Pandas, NumPy, and Matplotlib",Fabio Nelli,Apress,"Explore the latest Python tools and techniques to help you tackle the world of data acquisition and analysis. You'll review scientific computing with NumPy, visualization with matplotlib, and machine learning with scikit-learn. This revision is fully updated with new content on social media data analysis, image analysis with OpenCV, and deep learning libraries. Each chapter includes multiple examples demonstrating how to work with each library. At its heart lies the coverage of pandas, for high-performance, easy-to-use data structures and tools for data manipulation Author Fabio Nelli expertly demonstrates using Python for data processing, management, and information retrieval. Later chapters apply what you've learned to handwriting recognition and extending graphical capabilities with the JavaScript D3 library. Whether you are dealing with sales data, investment data, medical data, web page usage, or other data sets, Python Data Analytics, Second Edition is an invaluable reference with its examples of storing, accessing, and analyzing data. What You'll LearnUnderstand the core concepts of data analysis and the Python ecosystem Go in depth with pandas for reading, writing, and processing data Use tools and techniques for data visualization and image analysis Examine popular deep learning libraries Keras, Theano,TensorFlow, and PyTorch Who This Book Is For Experienced Python developers who need to learn about Pythonic tools for data analysis","9781484239131, 148423913X",True,True,576,Computers,en,http://books.google.com/books/content?id=1cpwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1,5,IN,NOT_FOR_SALE,False,,,,,,2018
MrWuDwAAQBAJ,history,Deep Learning from Scratch,Building with Python from First Principles,Seth Weidman,O'Reilly Media,"With the resurgence of neural networks in the 2010s, deep learning has become essential for machine learning practitioners and even many software engineers. This book provides a comprehensive introduction for data scientists and software engineers with machine learning experience. You’ll start with deep learning basics and move quickly to the details of important advanced architectures, implementing everything from scratch along the way. Author Seth Weidman shows you how neural networks work using a first principles approach. You’ll learn how to apply multilayer neural networks, convolutional neural networks, and recurrent neural networks from the ground up. With a thorough understanding of how neural networks work mathematically, computationally, and conceptually, you’ll be set up for success on all future deep learning projects. This book provides: Extremely clear and thorough mental models—accompanied by working code examples and mathematical explanations—for understanding neural networks Methods for implementing multilayer neural networks from scratch, using an easy-to-understand object-oriented framework Working implementations and clear-cut explanations of convolutional and recurrent neural networks Implementation of these neural network concepts using the popular PyTorch framework","9781492041382, 1492041386",False,True,253,Computers,en,http://books.google.com/books/content?id=MrWuDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2019
hDc2DgAAQBAJ,history,Python Unit Test Automation,Practical Techniques for Python Developers and Testers,Ashwin Pajankar,Apress,"Quickly learn how to automate unit testing of Python 3 code with Python 3 automation libraries, such as doctest, unittest, nose, nose2, and pytest. This book explores the important concepts in software testing and their implementation in Python 3 and shows you how to automate, organize, and execute unit tests for this language. This knowledge is often acquired by reading source code, manuals, and posting questions on community forums, which tends to be a slow and painful process. Python Unit Test Automation will allow you to quickly ramp up your understanding of unit test libraries for Python 3 through the practical use of code examples and exercises. All of which makes this book a great resource for software developers and testers who want to get started with unit test automation in Python 3 and compare the differences with Python 2. This short work is your must-have quick start guide to mastering the essential concepts of software testing in Python. What You'll Learn: Essential concepts in software testing Various test automation libraries for Python, such as doctest, unittest, nose, nose2, and pytest Test-driven development and best practices for test automation in Python Code examples and exercises Who This Book Is For: Python developers, software testers, open source enthusiasts, and contributors to the Python community","9781484226773, 1484226771",True,True,123,Computers,en,http://books.google.com/books/content?id=hDc2DgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2017
tOXP4bLMOLQC,history,Convention on International Trade in Endangered Species of Wild Fauna and Flora,,,,,MINN:31951D006130456,False,True,280,Endangered species,en,http://books.google.com/books/content?id=tOXP4bLMOLQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,FREE,True,,,,,https://play.google.com/store/books/details?id=tOXP4bLMOLQC&rdid=book-tOXP4bLMOLQC&rdot=1&source=gbs_api,1980
CxZOEAAAQBAJ,history,Object-Oriented Python,Master OOP by Building Games and GUIs,Irv Kalb,No Starch Press,"Power up your Python with object-oriented programming and learn how to write powerful, efficient, and re-usable code. Object-Oriented Python is an intuitive and thorough guide to mastering object-oriented programming from the ground up. You’ll cover the basics of building classes and creating objects, and put theory into practice using the pygame package with clear examples that help visualize the object-oriented style. You’ll explore the key concepts of object-oriented programming — encapsulation, polymorphism, and inheritance — and learn not just how to code with objects, but the absolute best practices for doing so. Finally, you’ll bring it all together by building a complex video game, complete with full animations and sounds. The book covers two fully functional Python code packages that will speed up development of graphical user interface (GUI) programs in Python.","9781718502062, 1718502060",False,False,417,Computers,en,http://books.google.com/books/content?id=CxZOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2022
yRAGzgEACAAJ,history,Python Programming,,Steve Tudor,Ep Enterprise Holding Limited,"Become a master in Python Programming and learn how to transform raw data into powerful insights with the ultimate Python Programming Collection! Have you always been interested in learning how to program, but think it's too complicated or you don't know where to begin? Do you want to break into Data Science and Analytics, one of the fastest-growing fields in the tech industry? If any of the above questions sound like the scenario you're in right now, then this Python collection might just be what you need. In this special book, you're going to learn Python programming from scratch to advanced levels, even if you've never written a line of code in your life. You'll learn how to learn all the necessary skills to truly become a Python virtuoso at the price of a nice lunch. In Python Programming: 21 Best Tips and Tricks, you're going to discover: The right mindset to approach writing computer programs that will help you write better codes Surefire methods to help you learn Python programming quickly and easily How to install Python and choose the best version to learn Python with as a beginner Step-by-step instructions to write your very first program in Python 7 powerful tips and tricks for beginner Python programmers that will fast-track your journey to becoming a master Setting up your coding environment to encourage learning and productivity ...and much more! Here's what you're going to discover in Python Programming Step-by-step instructions to download, install and set up the right Python version on your computer with instructions for Windows, Linux, and Mac A crash guide to Python basics to help you build a solid programming foundation Fundamental Python operations to get you up to speed with the language Best practices to help you write clean, understandable and flexible code when writing programs in Python Introduction to basic data types in Python-numbers, lists, tuples, sets, etc ...and tons more! Finally, here's a snippet of what you're going to learn in Python Data Science Real-world use cases of Data Science and Python and why the use of modern data analysis tools can transform your organization or business 5 data science tips and tricks that every data scientist should absolutely know about How to get started collecting and analyzing data effectively with NumPy How to make learning Python for Data Science a breeze with the right Python packages How to practice your newfound skills with the Python language by performing basic data visualization ...and tons more! Whether you're completely new to the world of Python programming or you're a programmer looking to switch career tracks to the rapidly evolving field of data science and analytics, this special bundle is designed to help you hit the ground running with Python as soon as possible. Scroll to the top of the page and click the ""Add to Cart"" button to purchase today!","191398785X, 9781913987855",False,False,320,Computers,en,http://books.google.com/books/content?id=yRAGzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,IN,NOT_FOR_SALE,False,,,,,,2020
